problem_id,language,revision,solution,link,date_time,title,difficulty,difficulty_category,attempts,completion_count,author,tags,published_at,category,total_stars,vote_score,issues,suggestions
57f609022f4d534f05000024,Python,1,"def stray(arr):

    result = 0

    for elem in arr:

        result ^= elem

        

    return result",https://www.codewars.com/kata/57f609022f4d534f05000024,2023-05-12 05:41:37.781,Find the stray number,7 kyu,white,213897,51447,janitormeir,"['Fundamentals', 'Algorithms']",2016-10-06T09:12:57.114Z,reference,710,3857,3,4
58cb43f4256836ed95000f97,Python,1,"from math import prod

def find_difference(a, b):

    return abs(prod(a) - prod(b))",https://www.codewars.com/kata/58cb43f4256836ed95000f97,2023-05-12 14:24:45.412,Difference of Volumes of Cuboids,8 kyu,white,84988,38747,Spherixo,['Fundamentals'],2017-03-17T02:03:33.107Z,reference,258,3323,0,0
55f2b110f61eb01779000053,Python,1,"def get_sum(a,b):

    a, b = min(a, b), max(a, b)

    sum = 0

    for i in range(a, b + 1):

        sum += i

    return sum",https://www.codewars.com/kata/55f2b110f61eb01779000053,2023-05-11 08:50:57.890,Beginner Series #3 Sum of Numbers,7 kyu,white,721218,168461,Vortus,"['Fundamentals', 'Algorithms']",2015-09-11T10:50:22.676Z,reference,1987,11440,0,3
55685cd7ad70877c23000102,Python,1,"def make_negative( number ):

    return min(number, number * -1)",https://www.codewars.com/kata/55685cd7ad70877c23000102,2023-05-11 20:34:16.325,Return Negative,8 kyu,white,566821,242687,Deantwo,['Fundamentals'],2015-05-29T12:54:23.562Z,reference,978,15027,0,0
514a024011ea4fb54200004b,Python,1,"import re

def domain_name(url):

    pattern = r""(?:https?://)?(?:www\.)?([\w-]+)(?:\.\w+)?""

    return re.search(pattern, url).group(1)",https://www.codewars.com/kata/514a024011ea4fb54200004b,2023-05-11 08:58:06.763,Extract the domain name from a URL,5 kyu,yellow,437887,60720,xianpants,"['Parsing', 'Regular Expressions']",2013-03-21T02:42:47.315Z,reference,2092,3499,11,12
5a35f08b9e5f4923790010dc,Python,1,"import numpy as np



def looper(start, stop, number):

    return list(np.linspace(start, stop, num=number))",https://www.codewars.com/kata/5a35f08b9e5f4923790010dc,2023-05-10 12:15:29.611,Looper,7 kyu,white,1688,324,Beast,"['NumPy', 'Puzzles']",2017-12-17T04:20:27.865Z,games,14,37,1,0
525f50e3b73515a6db000b83,Python,1,"def create_phone_number(n):

    # Convert number to string

    n = ''.join(map(str, n))

    # Format number

    return f""({n[0:3]}) {n[3:6]}-{n[6:]}""",https://www.codewars.com/kata/525f50e3b73515a6db000b83,2023-03-24 07:29:43.248,Create Phone Number,6 kyu,yellow,630145,265309,xDranik,"['Arrays', 'Strings', 'Regular Expressions', 'Algorithms']",2013-10-17T02:52:21.801Z,algorithms,2972,17019,0,2
57cfdf34902f6ba3d300001e,Python,1,"def two_sort(array):

    return ""***"".join(sorted(array, key = lambda x: tuple(ord(i) for i in x))[0])",https://www.codewars.com/kata/57cfdf34902f6ba3d300001e,2023-05-14 12:58:45.199,Sort and Star,8 kyu,white,101581,34505,PG1,"['Fundamentals', 'Strings', 'Arrays', 'Sorting']",2016-09-07T09:54:44.187Z,reference,447,3259,1,1
5ae62fcf252e66d44d00008e,Python,1,"def expression_matter(a, b, c):

    # Find the largest combination of a, b and c

    combos = [a + b + c,

              a * b * c,

              a + (b * c),

              (a + b) * c,

              a * (b + c),

              (a * b) + c]

    return max(combos)",https://www.codewars.com/kata/5ae62fcf252e66d44d00008e,2023-05-11 13:42:38.920,Expressions Matter ,8 kyu,white,119394,42946,MrZizoScream,"['Algorithms', 'Fundamentals']",2018-04-29T21:49:35.298Z,reference,765,3244,1,0
56efc695740d30f963000557,Python,1,"def to_alternating_case(string):

    return string.swapcase()",https://www.codewars.com/kata/56efc695740d30f963000557,2023-05-11 09:16:22.466,altERnaTIng cAsE <=> ALTerNAtiNG CaSe,8 kyu,white,114496,43966,donaldsebleung,['Fundamentals'],2016-03-21T12:31:01.865Z,reference,589,3629,2,5
5875b200d520904a04000003,Python,1,"def enough(cap, on, wait):

    return max(0, wait - cap + on)",https://www.codewars.com/kata/5875b200d520904a04000003,2023-05-12 10:12:09.509,Will there be enough space?,8 kyu,white,121612,49597,user2514386,['Fundamentals'],2017-01-11T04:18:08.847Z,reference,301,4096,0,2
5a3fe3dde1ce0e8ed6000097,Python,1,"def century(year):

    return (year - 1) // 100 + 1",https://www.codewars.com/kata/5a3fe3dde1ce0e8ed6000097,2023-05-12 12:56:34.454,Century From Year,8 kyu,white,382693,148232,MrZizoScream,"['Fundamentals', 'Mathematics']",2017-12-24T17:33:52.696Z,reference,1280,8764,1,1
596343a24489a8b2a00000a2,Python,1,"import re

def is_it_a_num(s: str) -> str:

    cleaned_num = re.sub(r""\D"", """", s)

    return cleaned_num if len(cleaned_num) == 11 and cleaned_num[0] == ""0""  else ""Not a phone number""",https://www.codewars.com/kata/596343a24489a8b2a00000a2,2023-05-05 12:57:32.906,Fix My Phone Numbers!,7 kyu,white,10421,3648,caralemony,"['Strings', 'Regular Expressions', 'Fundamentals']",2017-07-11T20:55:45.001Z,reference,49,473,0,3
55ecd718f46fba02e5000029,Python,1,"def between(a,b):

    return list(range(a, b + 1))",https://www.codewars.com/kata/55ecd718f46fba02e5000029,2023-05-12 05:55:46.165,What is between?,8 kyu,white,76301,41285,sgwozdz,"['Fundamentals', 'Algorithms']",2015-09-07T00:16:46.324Z,reference,269,3193,0,3
5aa736a455f906981800360d,Python,1,"def feast(beast, dish):

    return beast[0] == dish[0] and beast[-1] == dish[-1]",https://www.codewars.com/kata/5aa736a455f906981800360d,2023-05-14 13:04:06.101,The Feast of Many Beasts,8 kyu,white,130083,59784,MollyJeanB-pdx,"['Strings', 'Fundamentals']",2018-03-13T02:25:40.271Z,reference,451,4812,0,0
5513795bd3fafb56c200049e,Python,1,"def count_by(x, n):

    return [x * coefficient for coefficient in range(1, n + 1)]

    ",https://www.codewars.com/kata/5513795bd3fafb56c200049e,2023-05-10 18:48:30.358,Count by X,8 kyu,white,188658,85492,shums16,"['Arrays', 'Fundamentals']",2015-03-26T03:54:39.758Z,reference,716,5729,0,1
55a5bfaa756cfede78000026,Python,1,"def problem(a):

    try:

        return (a * (1 * 2 * 3 * 4 * 5 - 20)) / 2 + 3 ** 2 -3

    except TypeError:

        print(""You absolute doofus, you didn't supply a number, what were you thinking?"")

        return ""Error""",https://www.codewars.com/kata/55a5bfaa756cfede78000026,2023-05-12 14:33:52.041,Super Duper Easy,8 kyu,white,62625,23230,Aweson1,['Fundamentals'],2015-07-15T02:04:37.314Z,reference,126,2782,2,1
5ab6538b379d20ad880000ab,Python,1,"def area_or_perimeter(l , w):

    return l ** 2 if l == w else 2 * (l + w)",https://www.codewars.com/kata/5ab6538b379d20ad880000ab,2023-04-17 18:05:01.937,Area or Perimeter,8 kyu,white,112518,68996,no one,"['Fundamentals', 'Mathematics', 'Geometry']",2018-03-24T13:33:04.289Z,reference,208,4818,1,4
57eb8fcdf670e99d9b000272,Python,1,"def high(x):

    return sorted(x.split(), key = lambda w: sum([ord(c) - 96 for c in w]), reverse = True)[0]",https://www.codewars.com/kata/57eb8fcdf670e99d9b000272,2023-05-12 12:51:36.097,Highest Scoring Word,6 kyu,yellow,289791,76928,PG1,"['Fundamentals', 'Strings', 'Arrays']",2016-09-28T10:35:24.874Z,reference,2273,6117,2,0
57e3f79c9cb119374600046b,Python,1,"def hello(name=""""):

    return f""Hello, {name[0].upper() + name[1:].lower()}!"" if name else ""Hello, World!""",https://www.codewars.com/kata/57e3f79c9cb119374600046b,2023-04-17 18:04:02.137,"Hello, Name or World!",8 kyu,white,105303,24957,tadan,['Fundamentals'],2016-09-22T15:24:57.913Z,reference,286,2378,4,2
545cedaa9943f7fe7b000048,Python,1,"def is_pangram(s):

    for i in range(26):

        if not chr(ord('a') + i) in s.lower():

            return False

        

    return True",https://www.codewars.com/kata/545cedaa9943f7fe7b000048,2023-05-11 14:22:24.549,Detect Pangram,6 kyu,yellow,531061,135887,anindyabd,"['Strings', 'Data Structures', 'Fundamentals']",2014-11-07T16:04:58.811Z,reference,2021,9204,4,8
56a5d994ac971f1ac500003e,Python,1,"def longest_consec(strarr, k):

    # Trivial cases

    if not strarr or k > len(strarr) or k <= 0:

        return """"

    

    if k == 1:

        return max(strarr, key=len)

    

    # Now we can get on with the good stuff

    longest = """".join(strarr[0:k])

    longest_len = len(longest)

    for i in range(1, len(strarr) - k + 1):

        substr = """".join(strarr[i:k+i])

        if len(substr) > longest_len:

            longest_len = len(substr)

            longest = substr

            

    return longest

        ",https://www.codewars.com/kata/56a5d994ac971f1ac500003e,2023-05-12 10:05:59.543,Consecutive strings,6 kyu,yellow,458701,65834,g964,['Fundamentals'],2016-01-25T08:15:25.087Z,reference,2991,5316,0,13
529eef7a9194e0cbc1000255,Python,1,"# write the function is_anagram

def is_anagram(test, original):

    return sorted(test.lower()) == sorted(original.lower())",https://www.codewars.com/kata/529eef7a9194e0cbc1000255,2023-05-13 14:46:20.015,Anagram Detection,7 kyu,white,117132,36288,user3793153,"['Strings', 'Fundamentals']",2013-12-04T09:01:46.504Z,reference,407,2788,2,3
586f6741c66d18c22800010a,Python,1,"def sequence_sum(begin_number, end_number, step):

    return sum(range(begin_number, end_number + 1, step))",https://www.codewars.com/kata/586f6741c66d18c22800010a,2023-05-13 09:21:21.511,Sum of a sequence,7 kyu,white,102187,35021,fyvfyv,"['Fundamentals', 'Algorithms', 'Mathematics']",2017-01-06T09:49:51.407Z,reference,427,2910,1,1
5526fc09a1bbd946250002dc,Python,1,"def find_outlier(integers):

    evens = []

    odds = []

    for n in integers:

        if n%2 == 0:

            evens.append(n)

            continue

        odds.append(n)

    return evens[0] if len(evens) < len(odds) else odds[0]",https://www.codewars.com/kata/5526fc09a1bbd946250002dc,2023-03-08 09:38:39.639,Find The Parity Outlier,6 kyu,yellow,636700,178056,obnounce,['Algorithms'],2015-04-09T22:24:09.437Z,algorithms,2471,14645,0,5
56576f82ab83ee8268000059,Python,1,"def spacey(array):

    output = []

    for i in range(len(array)):

        output.append("""")

        for j in range(i + 1):

            output[i] += array[j]

    return output",https://www.codewars.com/kata/56576f82ab83ee8268000059,2023-04-18 16:46:15.901,Running out of space,7 kyu,white,9866,4825,coding251,['Fundamentals'],2015-11-26T20:45:59.910Z,reference,49,500,1,2
585d7d5adb20cf33cb000235,Python,1,"import math as MathematicsLibrary



def find_uniq(arr):

    left = 0

    right = len(arr) - 1

    # Find two consecutive values that are the same so we know what the NOT unique value is

    val = -1

    for i in range(len(arr) - 1):

        if arr[i] == arr[i + 1]:

            val = arr[i]

            break

            

    # If val is still -1 it means arr is specifically an array of length 3 with the middle value being unique

    if val == -1:

        return arr[1]

    

    # Binary search algorithm sort of things

    # Have to use isclose cause of rounding errors and shit

    while left <= right:

        mid = (left + right) // 2

        sum_left = sum(arr[:mid])

        sum_right = sum(arr[mid + 1:])

        left_is_correct = MathematicsLibrary.isclose(sum_left, mid * val)

        right_is_correct = MathematicsLibrary.isclose(sum_right, (len(arr) - mid - 1) * val)

        if left_is_correct and right_is_correct:

            return arr[mid]

        

        if not left_is_correct:

            right = mid - 1

        elif not right_is_correct:

            left = mid + 1

            

    return ""poop""",https://www.codewars.com/kata/585d7d5adb20cf33cb000235,2023-05-13 09:13:53.805,Find the unique number,6 kyu,yellow,535768,113180,isqua,"['Fundamentals', 'Algorithms', 'Arrays']",2016-12-23T20:13:56.102Z,reference,2320,7652,7,6
515bb423de843ea99400000a,Python,1,"# TODO: complete this class



def sign(x):

    if x > 0:

        return 1

    if x < 0:

        return -1

    

    return 0



class PaginationHelper:



    # The constructor takes in an array of items and a integer indicating

    # how many items fit within a single page

    def __init__(self, collection, items_per_page):

        self.collection = collection

        self.items_per_page = items_per_page

        pass



    # returns the number of items within the entire collection

    def item_count(self):

        return len(self.collection)

        pass



    # returns the number of pages

    def page_count(self):

        return self.item_count() // self.items_per_page + sign(self.item_count() % self.items_per_page)

        pass



    # returns the number of items on the current page. page_index is zero based

    # this method should return -1 for page_index values that are out of range

    def page_item_count(self, page_index):

        range = self.page_count()

        

        # Out of range

        if page_index >= range or page_index < 0:

            return -1

        

        # Only one page

        if range == 1:

            return self.item_count()

        

        # Any page that's not the last

        if page_index < range - 1:

            return self.items_per_page

        

        # Final page for a book that has multiple pages

        return self.item_count() % self.items_per_page



        pass



    # determines what page an item is on. Zero based indexes.

    # this method should return -1 for item_index values that are out of range

    def page_index(self, item_index):

        range = self.item_count()

        if item_index < 0 or item_index >= range:

            return -1

        

        return item_index // self.items_per_page

        pass
",https://www.codewars.com/kata/515bb423de843ea99400000a,2023-04-26 17:52:42.325,PaginationHelper,5 kyu,yellow,392902,31076,jhoffner,"['Object-oriented Programming', 'Arrays', 'Algorithms']",2013-04-11T19:24:05.848Z,algorithms,1501,1845,7,5
525c65e51bf619685c000059,Python,1,"def cakes(recipe, available):

    # Check if all ingredients in the recipe are available, if not return 0

    # If all ingredients are available, return the minimum floor division out of all ingredients available

    return 0 if not all(ingredient in available for ingredient in recipe) else min([available[ingredient] // recipe[ingredient] for ingredient in recipe])",https://www.codewars.com/kata/525c65e51bf619685c000059,2023-03-09 06:57:47.386,"Pete, the baker",5 kyu,yellow,210631,58802,BattleRattle,['Algorithms'],2013-10-14T22:22:43.459Z,algorithms,1429,4142,4,10
546f922b54af40e1e90001da,Python,1,"def alphabet_position(text):

    return "" "".join([str(ord(letter.lower()) - 96) for word in text.split() for letter in word if letter.isalpha()])",https://www.codewars.com/kata/546f922b54af40e1e90001da,2023-05-07 08:05:42.084,Replace With Alphabet Position,6 kyu,yellow,707360,163151,MysteriousMagenta,"['Strings', 'Fundamentals']",2014-11-21T19:27:44.612Z,reference,2969,13169,3,3
5279f6fe5ab7f447890006a7,Python,1,"def pick_peaks(arr):

    pos = []

    peaks = []

    nums = len(arr)

    # Short circuit

    if nums > 0:

        for i in range(1, nums - 1):

            num = arr[i]

            # Simple logic to check either side

            if num > arr[i - 1] and num > arr[i + 1]:

                pos.append(i)

                peaks.append(num)

                continue

            

            # Plateau check

            if num > arr[i - 1] and num == arr[i + 1]:

                # Now we need to check for plateaus - first we will assume we are NOT plateau until we can validate

                # Assuming not will mean it doesn't matter if we hit the end of the array

                # A plateau is 3 numbers in a row with lower numbers either side

                # Make sure the checks we're doing are in range

                in_range = i > 1

                if in_range:

                    # Now we need to find a number to the right smaller than our own

                    for j in range(i + 1, nums):

                        if arr[j] < num:

                            pos.append(i)

                            peaks.append(num)

                            break

                        elif arr[j] > num:

                            break

    

    return {""pos"": pos, ""peaks"": peaks}",https://www.codewars.com/kata/5279f6fe5ab7f447890006a7,2023-03-09 07:23:30.695,Pick peaks,5 kyu,yellow,210686,23511,frenetic_be,"['Arrays', 'Algorithms']",2013-11-06T07:59:58.961Z,algorithms,1646,2052,3,6
5390bac347d09b7da40006f6,Python,1,"def to_jaden_case(string):

    return "" "".join([word.capitalize() for word in string.split()])",https://www.codewars.com/kata/5390bac347d09b7da40006f6,2023-05-06 12:16:45.797,Jaden Casing Strings,7 kyu,white,684845,195461,jacobb,"['Strings', 'Fundamentals']",2014-06-05T18:45:23.182Z,reference,2440,13616,14,10
58f8a3a27a5c28d92e000144,Python,1,"def first_non_consecutive(arr):

    if len(arr) < 2:

        return None

    

    # Time for a totally unnecessary binary search algorithm

    left = 0

    right = len(arr) - 1

    while left < right:

        mid = (right + left) // 2

        if arr[mid] != arr[mid-1] + 1 and mid != 0:

            return arr[mid]

        elif arr[mid] != arr[mid+1] - 1 and mid != len(arr) - 1:

            return arr[mid + 1]

        

        if arr[mid] == arr[0] + mid:

            left = mid + 1

        else:

            right = mid - 1

    

    return None",https://www.codewars.com/kata/58f8a3a27a5c28d92e000144,2023-05-12 09:02:31.166,Find the first non-consecutive number,8 kyu,white,244745,51338,thecodeite,"['Arrays', 'Fundamentals']",2017-04-20T12:05:17.428Z,reference,811,4224,1,1
52742f58faf5485cae000b9a,Python,1,"def format_duration(seconds):

    if seconds == 0:

        return ""now""

    

    # Create a tuple containing all possible units

    time_units = (""year"", ""day"", ""hour"", ""minute"", ""second"")

    

    # Create a dictionary with times in seconds

    time_units_dict = {

        ""year"": 31536000,

        ""day"": 86400,

        ""hour"": 3600,

        ""minute"": 60,

        ""second"": 1

    }

    

    time_units_cache = []

    for unit in time_units:

        time_basis = time_units_dict[unit]

        units = seconds // time_basis

        

        if units == 0:

            continue

        

        seconds -= units * time_basis

        

        formatted_units = f""{units} {unit}""

        if units > 1:

            formatted_units += ""s""

        

        time_units_cache.append(formatted_units)

        

    

    # Format the output string

    num_units = len(time_units_cache)

    if num_units == 1:

        return time_units_cache[0]

    

    formatted_time = """"

    for i, time in enumerate(time_units_cache):

        formatted_time += time

        if i < num_units - 2:

            formatted_time += "", ""

        elif i < num_units - 1:

            formatted_time += "" and ""

            

    return formatted_time",https://www.codewars.com/kata/52742f58faf5485cae000b9a,2023-04-27 15:44:01.247,Human readable duration format,4 kyu,blue,520240,66560,davazp,"['Strings', 'Date Time', 'Algorithms']",2013-11-02T02:14:13.565Z,algorithms,3288,5546,2,5
57814d79a56c88e3e0000786,Python,1,"def decrypt(encrypted_text, n):

    if not encrypted_text or n <= 0:

        return encrypted_text

    

    odds = encrypted_text[:len(encrypted_text) // 2]

    evens = encrypted_text[len(encrypted_text) // 2:]

    for i in range(n):

        decrypted = """"

        for j in range(len(encrypted_text)):

            if j % 2 == 0:

                decrypted += evens[j // 2]

            else:

                decrypted += odds[j // 2]

        odds = decrypted[:len(encrypted_text) // 2]

        evens = decrypted[len(encrypted_text) // 2:]

            

    return decrypted

            



def encrypt(text, n):

    if not text or n <= 0:

        return text

    

    for i in range(n):

        str1, str2 = """", """"

        for i, c, in enumerate(text):

            if i % 2 == 0:

                str1 += c

            else:

                str2 += c

                

        text = str2 + str1

                

    return text",https://www.codewars.com/kata/57814d79a56c88e3e0000786,2023-05-11 14:00:41.869,Simple Encryption #1 - Alternating Split,6 kyu,yellow,192447,24606,user5036852,"['Cryptography', 'Algorithms', 'Strings', 'Arrays', 'Fundamentals']",2016-07-09T19:30:38.588Z,reference,2374,3220,2,7
544675c6f971f7399a000e79,Python,1,"def string_to_number(s):

    return int(s)",https://www.codewars.com/kata/544675c6f971f7399a000e79,2023-05-11 08:43:05.117,Convert a String to a Number!,8 kyu,white,279139,183269,bkaes,"['Parsing', 'Strings', 'Fundamentals']",2014-11-04T00:38:33.708Z,reference,646,8576,0,0
54b42f9314d9229fd6000d9c,Python,1,"def duplicate_encode(word):

    word = word.lower()

    dict = {}

    for char in word:

        if char in dict:

            continue

        if word.count(char) > 1:

            dict[char] = "")""

        else:

            dict[char] = ""(""

            

    trans = str.maketrans(dict)

    return word.translate(trans)",https://www.codewars.com/kata/54b42f9314d9229fd6000d9c,2023-04-18 18:14:46.423,Duplicate Encoder,6 kyu,yellow,725258,178173,obnounce,"['Strings', 'Arrays', 'Fundamentals']",2015-01-12T20:44:23.917Z,reference,3487,14013,7,2
50654ddff44f800200000004,Python,1,"def multiply(a, b):

    return a * b",https://www.codewars.com/kata/50654ddff44f800200000004,2023-03-07 19:01:20.838,Multiply,8 kyu,white,6650401,5475790,,"['Debugging', 'Fundamentals']",2013-05-18T18:40:17.975Z,bug_fixes,2165,17925,1,0
550f22f4d758534c1100025a,Python,1,"import re



def dirReduc(arr):

    new_directions = re.sub(r""NORTH\sSOUTH|SOUTH\sNORTH|EAST\sWEST|WEST\sEAST"", """", "" "".join(arr)).split()

    if arr != new_directions:

        new_directions = dirReduc(new_directions)

    

    return new_directions",https://www.codewars.com/kata/550f22f4d758534c1100025a,2023-05-07 08:57:16.048,Directions Reduction,5 kyu,yellow,483155,72634,g964,['Fundamentals'],2015-03-22T20:52:05.306Z,reference,4407,5807,2,9
5981ff1daf72e8747d000091,Python,1,"import math



class Potion:

    def __init__(self, color, volume):

        self.color = color

        self.volume = volume

    

    def mix(self, other):

        total_volume = self.volume + other.volume

        new_color = [0, 0, 0]

        for i, col in enumerate(self.color):

            new_color[i] = math.ceil(self.color[i] * self.volume / total_volume + other.color[i] * other.volume / total_volume)

        

        return Potion(tuple(new_color), total_volume)",https://www.codewars.com/kata/5981ff1daf72e8747d000091,2023-04-19 18:34:38.470,Potion Class 101,6 kyu,yellow,9072,1712,Mishaboo,['Algorithms'],2017-08-02T21:59:58.761Z,algorithms,70,181,3,1
54c27a33fb7da0db0100040e,Python,1,"def is_square(n):    

    # Trivial cases

    if n < 0:

        return False

    if n == 0:

        return True

    

    # Try a binary search algorithm

    left, right = 1, n

    while left <= right:

        mid = (left + right) // 2

        if mid ** 2 == n:

            return True

        if mid ** 2 < n:

            left = mid + 1

        else:

            right = mid - 1

        

    return False",https://www.codewars.com/kata/54c27a33fb7da0db0100040e,2023-05-07 08:22:08.501,You're a square!,7 kyu,white,708287,222968,bkaes,"['Fundamentals', 'Mathematics']",2015-01-23T16:56:54.174Z,reference,1896,15182,0,3
54e6533c92449cc251001667,Python,1,"def unique_in_order(sequence):

    return [sequence[char] for char in range(len(sequence)) if char == 0 or sequence[char] != sequence[char - 1]]",https://www.codewars.com/kata/54e6533c92449cc251001667,2023-03-08 06:33:05.228,Unique In Order,6 kyu,yellow,738844,149239,pinelopi,"['Algorithms', 'Fundamentals']",2015-02-19T21:46:17.357Z,reference,2664,10298,7,14
537e18b6147aa838f600001b,Python,1,"import math





def justify(text, width):

    words = text.split()

    line = """"

    lines = []

    line_num = 0

    for word in words:

        word.rstrip()

        if len(line) + len(word) <= width:

            line += word + "" ""

        else:

            # strip whitespace from end of line and calculate how much remaining space there is

            line = line.rstrip()

            remaining_space = width - len(line)

            print(""Line "" + str(line_num) + "": "" + line)

            print(""Line length: "" + str(len(line)))

            print(""Remaining space"" + str(remaining_space))

            if remaining_space == 0:

                lines.append(line + ""\n"")

                line = word + "" ""

                continue



            # split line into words

            line_words = line.split()

            # if there is only one word in the line, just continue because lines shouldn't end with a space

            if len(line_words) == 1:

                lines.append(line + ""\n"")

                line = word + "" ""

                continue

            # calculate how much extra space to add per word

            extra_spaces = math.floor(remaining_space / (len(line_words) - 1))

            # There may be an error because of flooring this number, so calculate how many gaps will have an extra space

            extra_space_gaps = remaining_space - \

                extra_spaces * (len(line_words) - 1)

            print(extra_space_gaps)

            # large gaps go first - clear line and start adding words and spaces

            line = """"

            for words in line_words[:-1]:

                line += words + "" ""

                if extra_space_gaps > 0:

                    line += "" ""

                    extra_space_gaps -= 1

                line += ("" "" * extra_spaces)

            # add last word to line

            line += line_words[-1] + ""\n""



            # add line to lines list

            lines.append(line)

            # reset line

            line = word + "" ""



    # add last line to lines list

    lines.append(line.rstrip())

    return """".join(lines).rstrip()",https://www.codewars.com/kata/537e18b6147aa838f600001b,2023-03-11 13:55:50.542,Text align justify,4 kyu,blue,148534,6134,kesheshyan,"['Strings', 'Algorithms']",2014-05-22T17:19:32.164Z,algorithms,1177,748,24,6
577a98a6ae28071780000989,Python,1,"def minimum(arr):

    return min(arr)



def maximum(arr):

    return max(arr)",https://www.codewars.com/kata/577a98a6ae28071780000989,2023-05-11 08:09:12.450,Find Maximum and Minimum Values of a List,8 kyu,white,200275,99297,Goncalerta,['Fundamentals'],2016-07-04T17:11:05.664Z,reference,597,5768,2,3
54521e9ec8e60bc4de000d6c,Python,1,"def max_sequence(arr):

    if not arr:

        return 0

    

    max_sum = 0

    current_sum = 0

    for num in arr:

        current_sum += num

        if current_sum < 0:

            current_sum = 0

        max_sum = max(max_sum, current_sum)

        

    return max_sum",https://www.codewars.com/kata/54521e9ec8e60bc4de000d6c,2023-05-12 05:52:44.712,Maximum  subarray sum,5 kyu,yellow,352204,65062,knotman90,"['Algorithms', 'Lists', 'Dynamic Programming', 'Fundamentals', 'Performance']",2014-10-30T12:00:48.793Z,reference,3349,4453,3,13
5c511d8877c0070e2c195faf,Python,3,"import math;

def validate(username, password):

    for s1, s2 in [(username, password), (password, username)]:

        substr_length = min(len(s1), math.ceil(len(s1) / 2))

        if any(s1[i:i + substr_length] in s2 for i in range(len(s1) // 2 + 1)):

            return False

        

    return True",https://www.codewars.com/kata/5c511d8877c0070e2c195faf,2023-05-08 17:58:09.226,Password should not contain any part of your username.,7 kyu,white,8071,455,Bethany,"['Regular Expressions', 'Strings', 'Fundamentals']",2019-01-30T07:11:10.766Z,reference,40,80,1,0
57eaeb9578748ff92a000009,Python,1,"def sum_mix(arr):

    return sum([int(num) for num in arr])",https://www.codewars.com/kata/57eaeb9578748ff92a000009,2023-05-07 08:32:29.495,Sum Mixed Array,8 kyu,white,144026,67733,PG1,"['Fundamentals', 'Strings', 'Arrays']",2016-09-27T21:58:45.715Z,reference,560,4948,1,1
54bf1c2cd5b56cc47f0007a1,Python,1,"from collections import Counter

def duplicate_count(text):

    text = text.lower()

    dict = Counter(text)

    repeats = 0

    for value in dict.values():

        if value > 1:

            repeats += 1

            

    return repeats",https://www.codewars.com/kata/54bf1c2cd5b56cc47f0007a1,2023-04-18 18:10:29.528,Counting Duplicates,6 kyu,yellow,737570,184276,kgashok,"['Strings', 'Fundamentals']",2015-01-21T03:54:27.392Z,reference,3684,14321,8,6
56170e844da7c6f647000063,Python,1,"def people_with_age_drink(age):

    ages = [14, 18, 21, 500000]

    drinks = [""toddy"", ""coke"", ""beer"", ""whisky""]

    for tuple in zip(ages, drinks):

        if age < tuple[0]:

            return f""drink {tuple[1]}""

        

    return ""You are dead""",https://www.codewars.com/kata/56170e844da7c6f647000063,2023-05-14 20:44:52.494,Drink about,8 kyu,white,76517,29023,darlanmendonca,['Fundamentals'],2015-10-09T00:50:22.874Z,reference,145,2428,0,3
54da5a58ea159efa38000836,Python,1,"from collections import Counter

def find_it(seq):

    dict = Counter(seq)

    for num, occurences in dict.items():

        if occurences%2 != 0:

            return num",https://www.codewars.com/kata/54da5a58ea159efa38000836,2023-04-18 18:19:17.774,Find the odd int,6 kyu,yellow,692051,241947,rbuckley,['Fundamentals'],2015-02-10T19:33:24.293Z,reference,4024,17994,4,2
555086d53eac039a2a000083,Python,1,"def lovefunc( flower1, flower2 ):

    return flower1 % 2 != flower2 % 2",https://www.codewars.com/kata/555086d53eac039a2a000083,2023-03-07 19:10:17.873,Opposites Attract,8 kyu,white,254930,115837,jbarget,['Fundamentals'],2015-05-11T10:39:59.159Z,reference,584,7306,1,4
576757b1df89ecf5bd00073b,Python,1,"def tower_builder(n_floors):

    tower_list = []

    for i in range(n_floors):

        tower_list.append("" "" * i + ""*"" *  (2 * (n_floors - i) - 1) + "" "" * i)

        

    tower_list.reverse()

    return tower_list",https://www.codewars.com/kata/576757b1df89ecf5bd00073b,2023-05-11 08:08:21.013,Build Tower,6 kyu,yellow,267232,79347,8fdafs2,"['Strings', 'ASCII Art', 'Fundamentals']",2016-06-20T02:50:29.318Z,reference,2411,6343,0,1
57e76bc428d6fbc2d500036d,Python,1,"def string_to_array(s):

    return s.split() if s else ['']",https://www.codewars.com/kata/57e76bc428d6fbc2d500036d,2023-05-11 08:10:14.724,Convert a string to an array,8 kyu,white,161125,90328,samjam48,"['Arrays', 'Strings', 'Fundamentals']",2016-09-25T06:52:30.655Z,reference,474,5474,3,3
56606694ec01347ce800001b,Python,1,"def is_triangle(a, b, c):

    # Use triangle inequality

    return sorted([a, b, c])[-1] < sum(sorted([a, b, c])[:2])",https://www.codewars.com/kata/56606694ec01347ce800001b,2023-05-07 07:52:37.139,Is this a triangle?,7 kyu,white,445397,137631,silentZaika,"['Mathematics', 'Fundamentals']",2015-12-03T16:11:41.669Z,reference,957,8721,2,2
